subject_id,session_num,run_num,trial_idx,pre_pow_05_3hz,pre_pow_8_12hz,post_pow_05_3hz,post_pow_8_12hz,delta_pow_05_3hz,delta_pow_8_12hz
BAP101,2,5,30,,,0.024457575578196743,3.658303374750421e-05,,
BAP101,3,2,1,,,0.07472497827381813,0.00011251017337430473,,
BAP101,3,2,2,,,0.005353566215197565,0.0003361174765177481,,
BAP101,3,2,3,,,0.04746228616844281,0.00011421410821211008,,
BAP101,3,2,4,,,0.08627183583307438,0.0001969715822076893,,
BAP101,3,2,5,,,0.03071186881482811,9.66916489316743e-05,,
BAP101,3,2,6,,,0.011613152612731378,1.6637923409813268e-05,,
BAP101,3,2,7,,,0.01882216954217002,1.0392892044067358e-05,,
BAP101,3,2,8,,,0.014963560362277454,2.224567111587973e-05,,
BAP101,3,2,9,,,0.016290027386578507,4.733150479280144e-06,,
BAP101,3,2,10,,,0.44648746561948816,0.00041314556907625597,,
BAP101,3,2,11,,,0.010973563700741,1.0895242435238642e-05,,
BAP101,3,2,12,,,0.007418647213826835,1.5245810770693914e-05,,
BAP101,3,2,13,,,0.019013487598809324,4.644294623920617e-06,,
BAP101,3,2,14,,,0.056927879117436464,5.2416269219776945e-05,,
BAP101,3,2,15,,,0.002549740223950365,4.763969540305216e-06,,
BAP101,3,2,16,,,0.05140352561909432,6.929800388397455e-05,,
BAP101,3,2,17,,,0.011593987126322494,1.3026466917801867e-05,,
BAP101,3,2,18,,,0.032721232589205215,0.00013317306195902617,,
BAP101,3,2,19,,,0.03780552790241741,0.00023804547026206487,,
BAP101,3,2,20,,,0.009122743338289866,8.376473396671564e-05,,
BAP101,3,2,21,,,0.0028471638773087077,0.00012501242393227855,,
BAP101,3,2,22,,,0.03099283598644531,0.00016511660514102045,,
BAP101,3,2,23,,,0.01745250278887568,0.0002129035225502747,,
